Dates,USD/INR
04-11-2004,45.21
05-11-2004,45.175
08-11-2004,45.1725
09-11-2004,45.16
10-11-2004,45.18
11-11-2004,45.155
12-11-2004,45.155
15-11-2004,45.155
16-11-2004,45.07
17-11-2004,45.0613
18-11-2004,45.13
19-11-2004,45.095
22-11-2004,45.04
23-11-2004,45.07
24-11-2004,45.0813
25-11-2004,45.0275
26-11-2004,45.0375
29-11-2004,44.805
30-11-2004,44.635
01-12-2004,44.455
02-12-2004,44.105
03-12-2004,44.135
06-12-2004,43.63
07-12-2004,43.725
08-12-2004,44.075
09-12-2004,44.2125
10-12-2004,44.73
13-12-2004,44.28
14-12-2004,44.115
15-12-2004,44.04
16-12-2004,43.83
17-12-2004,43.945
20-12-2004,43.93
21-12-2004,43.82
22-12-2004,43.845
23-12-2004,43.775
24-12-2004,43.785
27-12-2004,43.855
28-12-2004,43.725
29-12-2004,43.7
30-12-2004,43.725
31-12-2004,43.46
03-01-2005,43.475
04-01-2005,43.52
05-01-2005,43.83
06-01-2005,43.91
07-01-2005,43.82
10-01-2005,43.93
11-01-2005,43.8025
12-01-2005,43.81
13-01-2005,43.735
14-01-2005,43.7475
17-01-2005,43.655
18-01-2005,43.725
19-01-2005,43.725
20-01-2005,43.81
21-01-2005,43.81
24-01-2005,43.765
25-01-2005,43.795
26-01-2005,43.795
27-01-2005,43.785
28-01-2005,43.725
31-01-2005,43.72
01-02-2005,43.705
02-02-2005,43.42
03-02-2005,43.42
04-02-2005,43.475
07-02-2005,43.49
08-02-2005,43.7
09-02-2005,43.71
10-02-2005,43.78
11-02-2005,43.825
14-02-2005,43.755
15-02-2005,43.82
16-02-2005,43.765
17-02-2005,43.81
18-02-2005,43.8488
21-02-2005,43.8288
22-02-2005,43.7563
23-02-2005,43.715
24-02-2005,43.7
25-02-2005,43.7
28-02-2005,43.675
01-03-2005,43.72
02-03-2005,43.71
03-03-2005,43.715
04-03-2005,43.73
07-03-2005,43.725
08-03-2005,43.6988
09-03-2005,43.645
10-03-2005,43.595
11-03-2005,43.565
14-03-2005,43.5575
15-03-2005,43.5875
16-03-2005,43.6325
17-03-2005,43.66
18-03-2005,43.655
21-03-2005,43.7275
22-03-2005,43.7325
23-03-2005,43.78
24-03-2005,43.7563
25-03-2005,43.7562
28-03-2005,43.7888
29-03-2005,43.82
30-03-2005,43.82
31-03-2005,43.745
01-04-2005,43.75
04-04-2005,43.7825
05-04-2005,43.7825
06-04-2005,43.7538
07-04-2005,43.7275
08-04-2005,43.7663
11-04-2005,43.7163
12-04-2005,43.7325
13-04-2005,43.75
14-04-2005,43.75
15-04-2005,43.83
18-04-2005,43.83
19-04-2005,43.765
20-04-2005,43.755
21-04-2005,43.755
22-04-2005,43.735
25-04-2005,43.705
26-04-2005,43.67
27-04-2005,43.7213
28-04-2005,43.705
29-04-2005,43.535
02-05-2005,43.575
03-05-2005,43.59
04-05-2005,43.5238
05-05-2005,43.415
06-05-2005,43.435
09-05-2005,43.48
10-05-2005,43.435
11-05-2005,43.29
12-05-2005,43.37
13-05-2005,43.43
16-05-2005,43.4975
17-05-2005,43.4913
18-05-2005,43.475
19-05-2005,43.4788
20-05-2005,43.4563
23-05-2005,43.4563
24-05-2005,43.5063
25-05-2005,43.535
26-05-2005,43.53
27-05-2005,43.5363
30-05-2005,43.58
31-05-2005,43.7
01-06-2005,43.775
02-06-2005,43.69
03-06-2005,43.615
06-06-2005,43.575
07-06-2005,43.5535
08-06-2005,43.49
09-06-2005,43.537
10-06-2005,43.51
13-06-2005,43.6635
14-06-2005,43.6088
15-06-2005,43.655
16-06-2005,43.585
17-06-2005,43.515
20-06-2005,43.54
21-06-2005,43.5
22-06-2005,43.48
23-06-2005,43.5
24-06-2005,43.515
27-06-2005,43.49
28-06-2005,43.485
29-06-2005,43.53
30-06-2005,43.485
01-07-2005,43.55
04-07-2005,43.545
05-07-2005,43.55
06-07-2005,43.555
07-07-2005,43.59
08-07-2005,43.59
11-07-2005,43.5625
12-07-2005,43.5363
13-07-2005,43.51
14-07-2005,43.535
15-07-2005,43.52
18-07-2005,43.545
19-07-2005,43.545
20-07-2005,43.5213
21-07-2005,43.175
22-07-2005,43.485
25-07-2005,43.5513
26-07-2005,43.4725
27-07-2005,43.3925
28-07-2005,43.465
29-07-2005,43.48
01-08-2005,43.425
02-08-2005,43.54
03-08-2005,43.4438
04-08-2005,43.5225
05-08-2005,43.4838
08-08-2005,43.55
09-08-2005,43.5475
10-08-2005,43.5588
11-08-2005,43.595
12-08-2005,43.5388
16-08-2005,43.5338
17-08-2005,43.5375
18-08-2005,43.57
19-08-2005,43.5825
22-08-2005,43.6263
23-08-2005,43.6563
24-08-2005,43.7413
25-08-2005,43.71
26-08-2005,43.6975
29-08-2005,43.885
30-08-2005,44.0388
31-08-2005,44.15
01-09-2005,44.025
02-09-2005,43.87
05-09-2005,43.815
06-09-2005,43.895
07-09-2005,43.84
08-09-2005,43.8225
09-09-2005,43.8425
12-09-2005,43.8325
13-09-2005,43.9113
14-09-2005,43.9025
15-09-2005,43.8913
16-09-2005,43.8763
19-09-2005,43.91
20-09-2005,43.875
21-09-2005,43.8788
22-09-2005,43.93
23-09-2005,43.9088
26-09-2005,43.965
27-09-2005,44.05
28-09-2005,44.0363
29-09-2005,44.0163
30-09-2005,44.015
03-10-2005,44.1275
04-10-2005,44.22
05-10-2005,44.2875
06-10-2005,44.2788
07-10-2005,44.395
10-10-2005,44.755
11-10-2005,44.875
13-10-2005,44.9488
14-10-2005,44.8463
17-10-2005,44.8775
18-10-2005,45.1688
19-10-2005,45.1663
20-10-2005,45.225
21-10-2005,45.075
24-10-2005,45.1588
25-10-2005,45.075
26-10-2005,45.07
27-10-2005,45.0875
28-10-2005,45.0825
31-10-2005,45.1637
01-11-2005,45.085
02-11-2005,45.2925
03-11-2005,45.29
04-11-2005,45.54
07-11-2005,45.905
08-11-2005,45.825
09-11-2005,45.705
10-11-2005,45.8
11-11-2005,45.685
14-11-2005,45.8
15-11-2005,45.75
16-11-2005,45.765
17-11-2005,45.845
18-11-2005,45.75
21-11-2005,45.755
22-11-2005,45.77
23-11-2005,45.77
24-11-2005,45.7038
25-11-2005,45.825
28-11-2005,45.9688
29-11-2005,45.9
30-11-2005,45.9288
01-12-2005,45.96
02-12-2005,46.17
05-12-2005,46.31
06-12-2005,46.185
07-12-2005,46.21
08-12-2005,46.24
09-12-2005,46.215
12-12-2005,46.11
13-12-2005,46.095
14-12-2005,45.7325
15-12-2005,45.44
16-12-2005,45.32
19-12-2005,45.04
20-12-2005,45.24
21-12-2005,45.225
22-12-2005,45.2025
23-12-2005,45.1675
26-12-2005,45.045
27-12-2005,45.2725
28-12-2005,45.135
29-12-2005,45.1625
30-12-2005,45.05
02-01-2006,45.0925
03-01-2006,45.0488
04-01-2006,44.76
05-01-2006,44.725
06-01-2006,44.585
09-01-2006,44.305
10-01-2006,44.3275
12-01-2006,44.15
13-01-2006,44.24
16-01-2006,44.2575
17-01-2006,44.3638
18-01-2006,44.4675
19-01-2006,44.3475
20-01-2006,44.25
23-01-2006,44.1825
24-01-2006,44.265
25-01-2006,44.175
27-01-2006,44.145
30-01-2006,44.1213
31-01-2006,44.1175
01-02-2006,44.21
02-02-2006,44.2625
03-02-2006,44.1975
06-02-2006,44.245
07-02-2006,44.21
08-02-2006,44.26
09-02-2006,44.19
10-02-2006,44.2
13-02-2006,44.2625
14-02-2006,44.225
15-02-2006,44.22
16-02-2006,44.3488
17-02-2006,44.4675
20-02-2006,44.3675
21-02-2006,44.41
22-02-2006,44.6475
23-02-2006,44.445
24-02-2006,44.44
27-02-2006,44.495
28-02-2006,44.39
01-03-2006,44.37
02-03-2006,44.3763
03-03-2006,44.3388
06-03-2006,44.3225
07-03-2006,44.3563
08-03-2006,44.4838
09-03-2006,44.485
10-03-2006,44.495
13-03-2006,44.5138
14-03-2006,44.485
15-03-2006,44.4175
16-03-2006,44.43
17-03-2006,44.4525
20-03-2006,44.4
21-03-2006,44.435
22-03-2006,44.5038
23-03-2006,44.545
24-03-2006,44.655
27-03-2006,44.6688
28-03-2006,44.65
29-03-2006,44.7038
30-03-2006,44.7
31-03-2006,44.6225
03-04-2006,44.6013
04-04-2006,44.7138
05-04-2006,44.715
06-04-2006,44.6825
07-04-2006,44.6875
10-04-2006,44.835
11-04-2006,44.835
12-04-2006,45.19
13-04-2006,45.155
17-04-2006,45.135
18-04-2006,45.185
19-04-2006,45.1025
20-04-2006,45.1163
21-04-2006,45.145
24-04-2006,44.92
25-04-2006,44.995
26-04-2006,45.06
27-04-2006,45.025
28-04-2006,44.88
01-05-2006,44.79
02-05-2006,44.83
03-05-2006,44.82
04-05-2006,44.9
05-05-2006,44.86
08-05-2006,44.83
09-05-2006,44.84
10-05-2006,44.94
11-05-2006,45.085
12-05-2006,44.9
15-05-2006,45.4475
16-05-2006,45.515
17-05-2006,45.175
18-05-2006,45.455
19-05-2006,45.565
22-05-2006,45.56
23-05-2006,45.53
24-05-2006,45.75
25-05-2006,45.895
26-05-2006,45.8863
29-05-2006,46.1
30-05-2006,46.295
31-05-2006,46.37
01-06-2006,46.3525
02-06-2006,45.9025
05-06-2006,45.77
06-06-2006,45.93
07-06-2006,45.965
08-06-2006,45.9825
09-06-2006,45.96
12-06-2006,45.917
13-06-2006,46.0375
14-06-2006,45.9825
15-06-2006,45.985
16-06-2006,45.84
19-06-2006,45.925
20-06-2006,45.9525
21-06-2006,45.965
22-06-2006,46.1425
23-06-2006,46.12
26-06-2006,46.39
27-06-2006,46.36
28-06-2006,46.39
29-06-2006,46.3
30-06-2006,46.04
03-07-2006,46.07
04-07-2006,46.0125
05-07-2006,46.075
06-07-2006,46.155
07-07-2006,46.0675
10-07-2006,46.145
11-07-2006,46.175
12-07-2006,46.2388
13-07-2006,46.3313
14-07-2006,46.3688
17-07-2006,46.66
18-07-2006,46.63
19-07-2006,46.83
20-07-2006,46.8
21-07-2006,46.73
24-07-2006,46.875
25-07-2006,46.76
26-07-2006,46.71
27-07-2006,46.53
28-07-2006,46.55
31-07-2006,46.5
01-08-2006,46.5913
02-08-2006,46.63
03-08-2006,46.52
04-08-2006,46.5
07-08-2006,46.54
08-08-2006,46.48
09-08-2006,46.41
10-08-2006,46.33
11-08-2006,46.47
14-08-2006,46.54
15-08-2006,46.48
16-08-2006,46.48
17-08-2006,46.37
18-08-2006,46.39
21-08-2006,46.42
22-08-2006,46.45
23-08-2006,46.47
24-08-2006,46.43
25-08-2006,46.42
28-08-2006,46.49
29-08-2006,46.47
30-08-2006,46.38
31-08-2006,46.44
01-09-2006,46.39
04-09-2006,46.33
05-09-2006,46.21
06-09-2006,46.02
07-09-2006,46.1
08-09-2006,46.07
11-09-2006,46.25
12-09-2006,46.235
13-09-2006,46.1575
14-09-2006,46
15-09-2006,46.0456
18-09-2006,46.15
19-09-2006,46.02
20-09-2006,45.95
21-09-2006,45.86
22-09-2006,45.9
25-09-2006,45.935
26-09-2006,45.78
27-09-2006,45.77
28-09-2006,45.79
29-09-2006,45.8675
02-10-2006,45.88
03-10-2006,45.735
04-10-2006,45.67
05-10-2006,45.55
06-10-2006,45.43
09-10-2006,45.66
10-10-2006,45.68
11-10-2006,45.56
12-10-2006,45.57
13-10-2006,45.42
16-10-2006,45.4338
17-10-2006,45.28
18-10-2006,45.37
19-10-2006,45.33
20-10-2006,45.3131
23-10-2006,45.43
24-10-2006,45.38
25-10-2006,45.35
26-10-2006,45.2558
27-10-2006,45.1962
30-10-2006,44.9925
31-10-2006,45.0325
01-11-2006,44.8775
02-11-2006,44.8932
03-11-2006,44.8325
06-11-2006,44.9055
07-11-2006,44.724
08-11-2006,44.695
09-11-2006,44.56
10-11-2006,44.7125
13-11-2006,44.9908
14-11-2006,45.165
15-11-2006,45.3313
16-11-2006,44.945
17-11-2006,44.9288
20-11-2006,44.9775
21-11-2006,44.87
22-11-2006,44.8
23-11-2006,44.69
24-11-2006,44.69
27-11-2006,44.66
28-11-2006,44.6912
29-11-2006,44.6925
30-11-2006,44.747
01-12-2006,44.6625
04-12-2006,44.6125
05-12-2006,44.53
06-12-2006,44.6862
07-12-2006,44.6319
08-12-2006,44.74
11-12-2006,44.86
12-12-2006,44.84
13-12-2006,44.7688
14-12-2006,44.669
15-12-2006,44.6913
18-12-2006,44.7431
19-12-2006,44.76
20-12-2006,44.7225
21-12-2006,44.6125
22-12-2006,44.5637
26-12-2006,44.452
27-12-2006,44.315
28-12-2006,44.2825
29-12-2006,44.27
02-01-2007,44.2338
03-01-2007,44.3588
04-01-2007,44.2838
05-01-2007,44.29
09-01-2007,44.3775
10-01-2007,44.5625
11-01-2007,44.5825
12-01-2007,44.4275
15-01-2007,44.28
16-01-2007,44.2765
17-01-2007,44.1875
18-01-2007,44.3275
19-01-2007,44.27
22-01-2007,44.1881
23-01-2007,44.244
24-01-2007,44.2869
25-01-2007,44.2445
26-01-2007,44.34
29-01-2007,44.2275
30-01-2007,44.19
31-01-2007,44.1825
01-02-2007,44.11
02-02-2007,44.12
05-02-2007,44.11
06-02-2007,44.0944
07-02-2007,44.13
08-02-2007,44.1225
09-02-2007,44.13
12-02-2007,44.15
13-02-2007,44.2019
14-02-2007,44.1313
15-02-2007,44.1031
16-02-2007,44.04
19-02-2007,44.1394
20-02-2007,44.19
21-02-2007,44.19
22-02-2007,44.25
23-02-2007,44.2162
26-02-2007,44.2075
27-02-2007,44.215
28-02-2007,44.2938
01-03-2007,44.2532
02-03-2007,44.29
05-03-2007,44.6575
06-03-2007,44.4694
07-03-2007,44.4976
08-03-2007,44.36
09-03-2007,44.2325
12-03-2007,44.2262
13-03-2007,44.1875
14-03-2007,44.245
15-03-2007,44.1965
16-03-2007,44.1069
19-03-2007,44.065
20-03-2007,43.75
21-03-2007,43.51
22-03-2007,43.73
23-03-2007,43.5712
26-03-2007,43.31
27-03-2007,43.15
28-03-2007,43.035
29-03-2007,43.7475
30-03-2007,43.475
02-04-2007,43.145
03-04-2007,43.067
04-04-2007,43.09
05-04-2007,42.945
09-04-2007,42.9062
10-04-2007,42.8438
11-04-2007,42.8794
12-04-2007,42.8325
13-04-2007,42.5137
16-04-2007,41.9025
17-04-2007,41.975
18-04-2007,42.0075
19-04-2007,42.095
20-04-2007,41.78
23-04-2007,41.6713
24-04-2007,41.2075
25-04-2007,40.9
26-04-2007,40.93
27-04-2007,41.0562
30-04-2007,41.1775
01-05-2007,41.19
02-05-2007,41.205
03-05-2007,41.1
04-05-2007,40.8675
07-05-2007,40.845
08-05-2007,40.84
09-05-2007,40.9175
10-05-2007,41.275
11-05-2007,41.2587
14-05-2007,40.88
15-05-2007,40.9575
16-05-2007,40.8087
17-05-2007,40.875
18-05-2007,40.74
21-05-2007,40.6675
22-05-2007,40.615
23-05-2007,40.5625
24-05-2007,40.5981
25-05-2007,40.5788
28-05-2007,40.515
29-05-2007,40.49
30-05-2007,40.81
31-05-2007,40.6115
01-06-2007,40.5375
04-06-2007,40.534
05-06-2007,40.53
06-06-2007,40.6363
07-06-2007,40.7188
08-06-2007,41.1275
11-06-2007,40.8069
12-06-2007,40.7394
13-06-2007,40.9525
14-06-2007,40.9462
15-06-2007,40.9
18-06-2007,40.7837
19-06-2007,40.8075
20-06-2007,40.7575
21-06-2007,40.7025
22-06-2007,40.755
25-06-2007,40.8663
26-06-2007,40.9325
27-06-2007,40.9975
28-06-2007,40.835
29-06-2007,40.7225
02-07-2007,40.66
03-07-2007,40.55
04-07-2007,40.4638
05-07-2007,40.4375
06-07-2007,40.4375
09-07-2007,40.404
10-07-2007,40.375
11-07-2007,40.3925
12-07-2007,40.4931
13-07-2007,40.4225
16-07-2007,40.3725
17-07-2007,40.3575
18-07-2007,40.405
19-07-2007,40.3475
20-07-2007,40.31
23-07-2007,40.29
24-07-2007,40.25
25-07-2007,40.35
26-07-2007,40.3344
27-07-2007,40.53
30-07-2007,40.5375
31-07-2007,40.3675
01-08-2007,40.445
02-08-2007,40.4237
03-08-2007,40.35
06-08-2007,40.425
07-08-2007,40.415
08-08-2007,40.5513
09-08-2007,40.5415
10-08-2007,40.6425
13-08-2007,40.6437
14-08-2007,40.7575
16-08-2007,41.275
17-08-2007,41.3162
20-08-2007,41.07
21-08-2007,41.0912
22-08-2007,40.9238
23-08-2007,41.0075
24-08-2007,41.0975
27-08-2007,41.0125
28-08-2007,41.1662
29-08-2007,41.1112
30-08-2007,41.1387
31-08-2007,40.93
03-09-2007,40.89
04-09-2007,40.985
05-09-2007,40.9325
06-09-2007,40.795
07-09-2007,40.6905
10-09-2007,40.6775
11-09-2007,40.565
12-09-2007,40.445
13-09-2007,40.465
14-09-2007,40.4575
17-09-2007,40.5562
18-09-2007,40.4862
19-09-2007,40.2
20-09-2007,39.885
21-09-2007,39.9025
24-09-2007,39.765
25-09-2007,39.735
26-09-2007,39.7035
27-09-2007,39.719
28-09-2007,39.845
01-10-2007,39.8475
02-10-2007,39.87
03-10-2007,39.5925
04-10-2007,39.4888
05-10-2007,39.4938
08-10-2007,39.454
09-10-2007,39.4275
10-10-2007,39.315
11-10-2007,39.305
12-10-2007,39.3675
15-10-2007,39.3069
16-10-2007,39.355
17-10-2007,39.5625
18-10-2007,39.77
19-10-2007,39.7325
22-10-2007,39.9
23-10-2007,39.6
24-10-2007,39.58
25-10-2007,39.535
26-10-2007,39.452
29-10-2007,39.4275
30-10-2007,39.3773
31-10-2007,39.3256
01-11-2007,39.3105
02-11-2007,39.3165
05-11-2007,39.3125
06-11-2007,39.3122
07-11-2007,39.308
08-11-2007,39.3256
09-11-2007,39.2775
12-11-2007,39.3725
13-11-2007,39.4265
14-11-2007,39.29
15-11-2007,39.3062
16-11-2007,39.325
19-11-2007,39.341
20-11-2007,39.36
21-11-2007,39.3922
22-11-2007,39.535
23-11-2007,39.7015
26-11-2007,39.7937
27-11-2007,39.7975
28-11-2007,39.79
29-11-2007,39.7572
30-11-2007,39.5987
03-12-2007,39.4962
04-12-2007,39.4283
05-12-2007,39.4975
06-12-2007,39.4875
07-12-2007,39.4075
10-12-2007,39.41
11-12-2007,39.349
12-12-2007,39.365
13-12-2007,39.4025
14-12-2007,39.3475
17-12-2007,39.5445
18-12-2007,39.5375
19-12-2007,39.59
20-12-2007,39.55
21-12-2007,39.4962
24-12-2007,39.446
26-12-2007,39.42
27-12-2007,39.4175
28-12-2007,39.4312
31-12-2007,39.4125
01-01-2008,39.4175
02-01-2008,39.4364
03-01-2008,39.395
04-01-2008,39.3338
07-01-2008,39.2955
08-01-2008,39.275
09-01-2008,39.285
10-01-2008,39.285
11-01-2008,39.295
14-01-2008,39.2925
15-01-2008,39.265
16-01-2008,39.295
17-01-2008,39.303
18-01-2008,39.305
21-01-2008,39.555
22-01-2008,39.4665
23-01-2008,39.5805
24-01-2008,39.4557
25-01-2008,39.3645
28-01-2008,39.3845
29-01-2008,39.3811
30-01-2008,39.39
31-01-2008,39.3685
01-02-2008,39.3526
04-02-2008,39.455
05-02-2008,39.56
06-02-2008,39.52
07-02-2008,39.5409
08-02-2008,39.6265
11-02-2008,39.6964
12-02-2008,39.6672
13-02-2008,39.7725
14-02-2008,39.5975
15-02-2008,39.6779
18-02-2008,39.775
19-02-2008,39.915
20-02-2008,40.1975
21-02-2008,39.932
22-02-2008,40.05
25-02-2008,39.9665
26-02-2008,39.9085
27-02-2008,39.785
28-02-2008,39.87
29-02-2008,40.0141
03-03-2008,40.38
04-03-2008,40.31
05-03-2008,40.31
06-03-2008,40.235
07-03-2008,40.535
10-03-2008,40.4875
11-03-2008,40.46
12-03-2008,40.3313
13-03-2008,40.425
14-03-2008,40.4275
17-03-2008,40.73
18-03-2008,40.52
19-03-2008,40.4275
20-03-2008,40.435
24-03-2008,40.285
25-03-2008,40.12
26-03-2008,40.145
27-03-2008,40.095
28-03-2008,39.885
31-03-2008,40.1175
01-04-2008,39.945
02-04-2008,39.9813
03-04-2008,40.035
04-04-2008,39.955
07-04-2008,39.965
08-04-2008,40.005
09-04-2008,40
10-04-2008,39.945
11-04-2008,39.955
14-04-2008,39.875
15-04-2008,39.9675
16-04-2008,39.9575
17-04-2008,39.9225
18-04-2008,39.765
21-04-2008,39.97
22-04-2008,39.955
23-04-2008,40.0538
24-04-2008,40.1645
25-04-2008,40.13
28-04-2008,40.164
29-04-2008,40.485
30-04-2008,40.495
01-05-2008,40.57
02-05-2008,40.655
05-05-2008,40.61
06-05-2008,40.945
07-05-2008,41.365
08-05-2008,41.755
09-05-2008,41.6
12-05-2008,42.0325
13-05-2008,42.1062
14-05-2008,42.455
15-05-2008,42.705
16-05-2008,42.5213
19-05-2008,42.54
20-05-2008,42.5925
21-05-2008,42.83
22-05-2008,42.965
23-05-2008,42.69
26-05-2008,42.735
27-05-2008,42.955
28-05-2008,42.7325
29-05-2008,42.785
30-05-2008,42.4575
02-06-2008,42.4075
03-06-2008,42.615
04-06-2008,42.7787
05-06-2008,42.91
06-06-2008,42.665
09-06-2008,42.8713
10-06-2008,42.975
11-06-2008,42.865
12-06-2008,42.845
13-06-2008,42.9413
16-06-2008,42.95
17-06-2008,42.895
18-06-2008,42.9025
19-06-2008,42.9725
20-06-2008,42.925
23-06-2008,42.9712
24-06-2008,42.965
25-06-2008,42.74
26-06-2008,42.685
27-06-2008,42.88
30-06-2008,43.04
01-07-2008,43.33
02-07-2008,43.175
03-07-2008,43.3025
04-07-2008,43.155
07-07-2008,43.3
08-07-2008,43.265
09-07-2008,43.135
10-07-2008,42.9963
11-07-2008,42.87
14-07-2008,42.925
15-07-2008,43.215
16-07-2008,43.085
17-07-2008,42.82
18-07-2008,42.785
21-07-2008,42.6781
22-07-2008,42.74
23-07-2008,42.08
24-07-2008,42.13
25-07-2008,42.265
28-07-2008,42.545
29-07-2008,42.6412
30-07-2008,42.3597
31-07-2008,42.57
01-08-2008,42.3525
04-08-2008,42.487
05-08-2008,42.24
06-08-2008,42.0738
07-08-2008,42.0738
08-08-2008,42.0637
11-08-2008,42.165
12-08-2008,42.375
13-08-2008,42.65
14-08-2008,43.05
18-08-2008,43.595
19-08-2008,43.575
20-08-2008,43.71
21-08-2008,43.5285
22-08-2008,43.425
25-08-2008,43.785
26-08-2008,43.845
27-08-2008,43.75
28-08-2008,43.775
29-08-2008,43.9375
01-09-2008,44.17
02-09-2008,44.3975
03-09-2008,44.03
04-09-2008,44.3725
05-09-2008,44.665
08-09-2008,44.605
09-09-2008,44.825
10-09-2008,45.1375
11-09-2008,45.555
12-09-2008,45.715
15-09-2008,46.055
16-09-2008,46.93
17-09-2008,46.3675
18-09-2008,46.49
19-09-2008,45.83
22-09-2008,45.4537
23-09-2008,45.7425
24-09-2008,45.95
25-09-2008,46.205
26-09-2008,46.5475
29-09-2008,46.955
01-10-2008,46.61
03-10-2008,47.0625
06-10-2008,47.8075
07-10-2008,47.925
08-10-2008,48
10-10-2008,48.47
13-10-2008,48.26
14-10-2008,48.08
15-10-2008,48.53
16-10-2008,48.845
17-10-2008,48.8825
20-10-2008,49.015
21-10-2008,49.0975
22-10-2008,49.295
23-10-2008,49.82
24-10-2008,49.9825
27-10-2008,49.87
29-10-2008,49.675
31-10-2008,49.4575
03-11-2008,48.6463
04-11-2008,47.735
05-11-2008,47.44
06-11-2008,47.6875
07-11-2008,47.6625
10-11-2008,47.375
11-11-2008,48.12
12-11-2008,49.2925
14-11-2008,49.01
17-11-2008,49.3375
18-11-2008,49.6475
19-11-2008,49.9925
20-11-2008,50.15
21-11-2008,50.02
24-11-2008,50.0963
25-11-2008,49.99
26-11-2008,49.435
28-11-2008,50.1075
01-12-2008,50.29
02-12-2008,50.145
03-12-2008,50.01
04-12-2008,49.85
05-12-2008,49.6
08-12-2008,49.5925
10-12-2008,49.015
11-12-2008,48.3412
12-12-2008,48.5775
15-12-2008,48.0513
16-12-2008,47.91
17-12-2008,47.6575
18-12-2008,46.95
19-12-2008,47.255
22-12-2008,48.02
23-12-2008,48.7625
24-12-2008,48.0725
26-12-2008,48.4438
29-12-2008,48.425
30-12-2008,48.48
31-12-2008,48.8025
01-01-2009,48.7675
02-01-2009,48.7525
05-01-2009,48.565
06-01-2009,48.69
07-01-2009,48.765
09-01-2009,48.255
12-01-2009,48.8425
13-01-2009,49.1225
14-01-2009,48.8225
15-01-2009,49.0175
16-01-2009,48.7975
19-01-2009,48.6513
20-01-2009,49.2325
21-01-2009,49.115
22-01-2009,49.1625
23-01-2009,49.255
27-01-2009,48.93
28-01-2009,48.93
29-01-2009,48.985
30-01-2009,48.875
02-02-2009,48.93
03-02-2009,48.8256
04-02-2009,48.8188
05-02-2009,48.78
06-02-2009,48.6913
09-02-2009,48.5762
10-02-2009,48.7425
11-02-2009,48.695
12-02-2009,48.8437
13-02-2009,48.68
16-02-2009,48.83
17-02-2009,49.6687
18-02-2009,49.975
19-02-2009,49.6225
20-02-2009,49.77
24-02-2009,49.8675
25-02-2009,49.95
26-02-2009,50.4825
27-02-2009,51.1612
02-03-2009,51.94
03-03-2009,51.97
04-03-2009,51.55
05-03-2009,51.7675
06-03-2009,51.71
09-03-2009,51.88
12-03-2009,51.86
13-03-2009,51.515
16-03-2009,51.3975
17-03-2009,51.485
18-03-2009,51.295
19-03-2009,50.39
20-03-2009,50.64
23-03-2009,50.4525
24-03-2009,50.73
25-03-2009,50.7325
26-03-2009,50.6038
30-03-2009,51.1775
31-03-2009,50.73
02-04-2009,50.35
06-04-2009,50.06
08-04-2009,50.1925
09-04-2009,50.04
13-04-2009,49.8925
15-04-2009,49.665
16-04-2009,49.7612
17-04-2009,49.865
20-04-2009,50.33
21-04-2009,50.4475
22-04-2009,50.345
23-04-2009,49.93
24-04-2009,49.8112
27-04-2009,50.2625
28-04-2009,50.52
29-04-2009,50.0925
04-05-2009,49.9075
05-05-2009,49.295
06-05-2009,49.645
07-05-2009,49.2613
08-05-2009,49.285
11-05-2009,49.51
12-05-2009,49.3275
13-05-2009,49.69
14-05-2009,49.785
15-05-2009,49.395
18-05-2009,47.9212
19-05-2009,47.775
20-05-2009,47.49
21-05-2009,47.3875
22-05-2009,47.1313
25-05-2009,47.29
26-05-2009,47.9288
27-05-2009,47.7088
28-05-2009,47.615
29-05-2009,47.0913
01-06-2009,46.9475
02-06-2009,47.02
03-06-2009,47.045
04-06-2009,47.195
05-06-2009,47.105
08-06-2009,47.57
09-06-2009,47.49
10-06-2009,47.25
11-06-2009,47.6125
12-06-2009,47.6075
15-06-2009,47.745
16-06-2009,47.745
17-06-2009,48.1575
18-06-2009,48.215
19-06-2009,48.085
22-06-2009,48.61
23-06-2009,48.56
24-06-2009,48.555
25-06-2009,48.6075
26-06-2009,48.115
29-06-2009,48.105
30-06-2009,47.905
01-07-2009,47.8925
02-07-2009,47.95
03-07-2009,47.89
06-07-2009,48.54
07-07-2009,48.445
08-07-2009,48.8925
09-07-2009,48.715
10-07-2009,49.005
13-07-2009,49.0825
14-07-2009,48.9475
15-07-2009,48.645
16-07-2009,48.7025
17-07-2009,48.735
20-07-2009,48.1975
21-07-2009,48.435
22-07-2009,48.5225
23-07-2009,48.4525
24-07-2009,48.2275
27-07-2009,48.165
28-07-2009,48.2075
29-07-2009,48.42
30-07-2009,48.3675
31-07-2009,47.935
03-08-2009,47.6425
04-08-2009,47.755
05-08-2009,47.5175
06-08-2009,47.67
07-08-2009,47.835
10-08-2009,47.8125
11-08-2009,47.965
12-08-2009,48.3425
13-08-2009,48.115
14-08-2009,48.2475
17-08-2009,48.9625
18-08-2009,48.795
20-08-2009,48.705
21-08-2009,48.605
24-08-2009,48.615
25-08-2009,48.7625
26-08-2009,48.9275
27-08-2009,48.925
28-08-2009,48.6625
31-08-2009,48.825
01-09-2009,49.025
02-09-2009,48.96
03-09-2009,48.9125
04-09-2009,48.8925
07-09-2009,48.665
08-09-2009,48.4775
