Date,USGG10YR Index  (L3),USGG2YR Index  (L4),FEDL01 Index  (R1),MOVE Index  (R1)
16-03-2006,4.6404,4.6154,4.55,65.43
17-03-2006,4.6705,4.6321,4.6,64.51
20-03-2006,4.6565,4.6491,4.55,63.2
21-03-2006,4.7167,4.7343,4.54,64.6
22-03-2006,4.6986,4.7343,4.58,63.2
23-03-2006,4.7329,4.7687,4.64,64.21
24-03-2006,4.6686,4.7089,4.69,65.7
27-03-2006,4.7028,4.7348,4.77,64
28-03-2006,4.7797,4.7907,4.7,62.5
29-03-2006,4.8041,4.799,4.69,65.97
30-03-2006,4.8551,4.8323,4.76,69.9
31-03-2006,4.8472,4.8161,5,68.6
03-04-2006,4.8615,4.8414,4.87,68.6
04-04-2006,4.8637,4.8165,4.76,67
05-04-2006,4.8433,4.7999,4.76,68.3
06-04-2006,4.8987,4.8336,4.76,68.6
07-04-2006,4.9774,4.8932,4.76,70.8
10-04-2006,4.9526,4.8766,4.78,67.77
11-04-2006,4.9197,4.86,4.74,69.8
12-04-2006,4.9777,4.9025,4.78,69.4
13-04-2006,5.0447,4.9463,4.82,71.7
14-04-2006,,,4.8,71.7
17-04-2006,5.0032,4.8958,4.78,69.7
18-04-2006,4.9824,4.8276,4.72,68.83
19-04-2006,5.0221,4.8449,4.7,67.95
20-04-2006,5.0389,4.8793,4.73,66.5
21-04-2006,5.0079,4.8973,4.74,66
24-04-2006,4.9768,4.8718,4.77,64.4
25-04-2006,5.0667,4.9324,4.74,67.1
26-04-2006,5.1046,4.9846,4.73,66.8
27-04-2006,5.0669,4.8915,4.79,65.1
28-04-2006,5.0505,4.8583,4.86,63
30-04-2006,,,,
01-05-2006,5.1369,4.9497,4.84,63.9
02-05-2006,5.1075,4.9081,4.79,66.1
03-05-2006,5.1414,4.9331,4.81,70.6
04-05-2006,5.1521,4.9665,4.83,69.1
05-05-2006,5.0997,4.9247,4.83,65.6
08-05-2006,5.1104,4.9499,4.88,64.5
09-05-2006,5.1211,4.9583,4.78,65.1
10-05-2006,5.1234,4.9836,4.88,63.2
11-05-2006,5.151,4.9837,4.99,63.8
12-05-2006,5.1938,5.0009,5.01,65.8
15-05-2006,5.1533,4.9755,5.01,65.8
16-05-2006,5.0947,4.9416,4.98,64.4
17-05-2006,5.1431,4.9501,4.96,65.2
18-05-2006,5.0605,4.9075,5,65.2
19-05-2006,5.0584,4.9587,5,68.8
22-05-2006,5.0383,4.9417,5,71.1
23-05-2006,5.0123,4.916,4.94,68.3
24-05-2006,5.0363,4.9331,4.9,71.9
25-05-2006,5.0683,4.9497,5.01,68.7
26-05-2006,5.0481,4.9414,4.99,67.1
29-05-2006,,,,67.1
30-05-2006,5.0762,4.9664,5.02,66
31-05-2006,5.1186,5.033,5.05,67.1
01-06-2006,5.0984,5.0164,5.02,66.5
02-06-2006,4.9898,4.908,4.97,65.5
05-06-2006,5.0177,4.9749,5.01,64.3
06-06-2006,4.9997,4.9918,4.99,64
07-06-2006,5.0177,5.0002,4.99,66.4
08-06-2006,4.9936,5.0003,5.02,67.1
09-06-2006,4.9714,4.9921,5,66.1
12-06-2006,4.9774,5.0091,5.01,64.3
13-06-2006,4.9613,5.0008,5,64.6
14-06-2006,5.0617,5.1113,5,64.3
15-06-2006,5.094,5.1286,5.02,64.2
16-06-2006,5.1264,5.155,4.94,65.4
19-06-2006,5.1345,5.1725,4.95,66.3
20-06-2006,5.1487,5.19,4.92,66.8
21-06-2006,5.1528,5.1903,4.91,67
22-06-2006,5.208,5.2337,4.98,69.3
23-06-2006,5.2223,5.261,4.98,70.7
26-06-2006,5.2326,5.2441,5.03,69
27-06-2006,5.1998,5.2358,5.02,67.5
28-06-2006,5.2429,5.275,5.06,67.2
29-06-2006,5.1936,5.1833,5.08,65.1
30-06-2006,5.1364,5.1498,5.05,65.5
03-07-2006,5.1486,5.1664,5.25,65.5
04-07-2006,,,,65.5
05-07-2006,5.2204,5.2336,5.25,67.6
06-07-2006,5.1793,5.2084,5.24,66.9
07-07-2006,5.1261,5.1663,5.22,64
10-07-2006,5.1241,5.1662,5.24,65
11-07-2006,5.0996,5.1493,5.25,64.3
12-07-2006,5.0976,5.1662,5.27,64.9
13-07-2006,5.063,5.1068,5.26,68
14-07-2006,5.0629,5.0895,5.26,68.9
17-07-2006,5.0629,5.1064,5.28,69.5
18-07-2006,5.1302,5.1831,5.22,69.8
19-07-2006,5.0487,5.0977,5.23,66.1
20-07-2006,5.0263,5.0549,5.24,66.4
21-07-2006,5.0404,5.0715,5.23,66.1
24-07-2006,5.0424,5.08,5.24,64.9
25-07-2006,5.0628,5.1142,5.24,63.7
26-07-2006,5.0302,5.0625,5.24,63.7
27-07-2006,5.0343,5.0416,5.27,63.6
28-07-2006,4.9896,4.9751,5.26,63.7
31-07-2006,4.9794,4.95,5.31,63.4
01-08-2006,4.9753,4.9499,5.27,61.8
02-08-2006,4.9632,4.9497,5.25,66.2
03-08-2006,4.9591,4.983,5.27,66.1
04-08-2006,4.8925,4.8989,5.25,62.5
07-08-2006,4.9186,4.9406,5.24,61.6
08-08-2006,4.9165,4.8985,5.26,59.2
09-08-2006,4.9367,4.9067,5.25,58.4
10-08-2006,4.9309,4.9233,5.24,60.7
11-08-2006,4.9691,4.965,5.24,58.8
14-08-2006,4.9952,5.0072,5.26,58
15-08-2006,4.9289,4.9394,5.24,59.4
16-08-2006,4.859,4.8714,5.17,59.9
17-08-2006,4.863,4.8966,5.2,59.9
18-08-2006,4.841,4.8705,5.25,59.3
21-08-2006,4.8112,4.8532,5.24,58
22-08-2006,4.8092,4.8614,5.24,59.6
23-08-2006,4.8072,4.8612,5.25,59.4
24-08-2006,4.7992,4.8695,5.25,58.7
25-08-2006,4.7793,4.8516,5.25,58.3
28-08-2006,4.7911,4.8685,5.25,57.1
29-08-2006,4.7772,4.8511,5.23,57.7
30-08-2006,4.7515,4.8087,5.25,58.1
31-08-2006,4.7258,4.7754,5.31,59.8
01-09-2006,4.7236,4.7579,5.25,56.7
04-09-2006,,,,56.7
05-09-2006,4.7789,4.7908,5.26,55.1
06-09-2006,4.7948,4.8075,5.21,57.4
07-09-2006,4.7848,4.8073,5.23,55.8
08-09-2006,4.7708,4.8068,5.23,56.4
11-09-2006,4.8006,4.8235,5.24,56.3
12-09-2006,4.7688,4.8149,5.21,56.9
13-09-2006,4.7588,4.7895,5.26,57.5
14-09-2006,4.7886,4.8315,5.26,57.5
15-09-2006,4.7885,4.8566,5.25,55.9
18-09-2006,4.8044,4.8735,5.23,56.2
19-09-2006,4.7328,4.7969,5.21,56.2
20-09-2006,4.7288,4.8137,5.23,55
21-09-2006,4.636,4.6859,5.24,59.5
22-09-2006,4.5888,4.6678,5.27,69.5
25-09-2006,4.5418,4.6333,5.3,70.2
26-09-2006,4.5828,4.6928,5.25,66.7
27-09-2006,4.5984,4.6839,5.3,65.8
28-09-2006,4.612,4.658,5.28,63.5
29-09-2006,4.6276,4.6829,5.34,63.1
30-09-2006,,,,
02-10-2006,4.6,4.6414,5.33,62.6
03-10-2006,4.6137,4.6496,5.25,61
04-10-2006,4.5587,4.583,5.23,66.3
05-10-2006,4.6037,4.6496,5.23,66
06-10-2006,4.6943,4.7333,5.22,63.7
09-10-2006,,,,63.7
10-10-2006,4.7518,4.8178,5.28,63.1
11-10-2006,4.7778,4.8515,5.25,62
12-10-2006,4.7698,4.8349,5.25,60.7
13-10-2006,4.7977,4.861,5.21,60.3
16-10-2006,4.7757,4.8442,5.28,59.1
17-10-2006,4.7656,4.8359,5.21,61.1
18-10-2006,4.7536,4.8362,5.23,59.1
19-10-2006,4.7816,4.862,5.22,58.4
20-10-2006,4.7855,4.8713,5.25,56.6
23-10-2006,4.8277,4.906,5.24,58.6
24-10-2006,4.8196,4.9063,5.24,57.7
25-10-2006,4.7614,4.8418,5.26,57.1
26-10-2006,4.7174,4.8004,5.23,58.3
27-10-2006,4.6715,4.7425,5.23,59.5
30-10-2006,4.6694,4.7508,5.27,58.5
31-10-2006,4.5981,4.6926,5.31,60.9
01-11-2006,4.5645,4.6426,5.23,63.8
02-11-2006,4.594,4.6671,5.22,63.5
03-11-2006,4.715,4.816,5.25,60.9
06-11-2006,4.693,4.7992,5.24,58.9
07-11-2006,4.6571,4.7655,5.22,60.9
08-11-2006,4.6352,4.7486,5.22,63.5
09-11-2006,4.6253,4.7399,5.23,62
10-11-2006,4.5876,4.7308,5.23,63.5
13-11-2006,4.6093,4.7642,5.27,65.1
14-11-2006,4.5622,4.7387,5.25,66.3
15-11-2006,4.6171,4.806,5.29,66.2
16-11-2006,4.6644,4.8482,5.25,64.5
17-11-2006,4.5993,4.7629,5.2,65
20-11-2006,4.5973,4.7712,5.25,63.6
21-11-2006,4.5698,4.7539,5.29,62.7
22-11-2006,4.558,4.7364,5.26,62.9
23-11-2006,,,,62.9
24-11-2006,4.548,4.7268,5.24,63
27-11-2006,4.5285,4.7182,5.32,65.1
28-11-2006,4.5011,4.675,5.24,67.1
29-11-2006,4.5206,4.6829,5.26,66.9
30-11-2006,4.4581,4.6084,5.31,68.5
01-12-2006,4.4327,4.5168,5.27,72.25
04-12-2006,4.4229,4.5083,5.22,70.1
05-12-2006,4.4403,4.508,5.21,71.6
06-12-2006,4.4851,4.5828,5.22,75
07-12-2006,4.4811,4.5743,5.25,75.6
08-12-2006,4.5437,4.6662,5.25,71.1
11-12-2006,4.5182,4.6577,5.25,68.3
12-12-2006,4.4848,4.6072,5.23,64.7
13-12-2006,4.5791,4.6999,5.23,65.2
14-12-2006,4.5968,4.7337,5.29,64.5
15-12-2006,4.5928,4.717,5.27,64.25
18-12-2006,4.5809,4.7085,5.21,62.7
19-12-2006,4.5888,4.7086,5.21,63.4
20-12-2006,4.5947,4.7086,5.26,61.5
21-12-2006,4.5454,4.649,5.25,61.8
22-12-2006,4.6185,4.7175,5.24,65.3
25-12-2006,,,,65.3
26-12-2006,4.5986,4.709,5.29,64.6
27-12-2006,4.6503,4.7779,5.17,65.1
28-12-2006,4.6802,4.7914,5.25,65.9
29-12-2006,4.7022,4.808,5.17,66.8
31-12-2006,,,,
01-01-2007,,,,66.8
02-01-2007,4.6802,4.7913,5.3,67.6
03-01-2007,4.6582,4.758,5.28,70.9
04-01-2007,4.6024,4.6913,5.24,72
05-01-2007,4.6442,4.7494,5.21,67.4
08-01-2007,4.6522,4.7744,5.23,64.3
09-01-2007,4.6542,4.7912,5.25,61.8
10-01-2007,4.6843,4.808,5.26,62.2
11-01-2007,4.7305,4.8502,5.27,63
12-01-2007,4.775,4.8758,5.22,61.2
15-01-2007,,,,61.2
16-01-2007,4.7467,4.859,5.28,60.9
17-01-2007,4.7791,4.9016,5.25,60.1
18-01-2007,4.7427,4.8762,5.23,58
19-01-2007,4.7752,4.9107,5.25,57.2
22-01-2007,4.759,4.9023,5.24,57.2
23-01-2007,4.8077,4.9367,5.26,57.2
24-01-2007,4.8077,4.9283,5.27,57.5
25-01-2007,4.8731,4.9663,5.31,60.75
26-01-2007,4.8733,4.9663,5.26,60.3
29-01-2007,4.8897,4.9747,5.26,60
30-01-2007,4.8693,4.958,5.23,61.9
31-01-2007,4.808,4.9165,5.33,61.6
01-02-2007,4.8346,4.9581,5.29,61.3
02-02-2007,4.8204,4.9331,5.24,56.1
05-02-2007,4.8021,4.9163,5.25,54.9
06-02-2007,4.7655,4.8912,5.24,56.3
07-02-2007,4.7432,4.866,5.23,60.5
08-02-2007,4.7319,4.8743,5.25,58.9
09-02-2007,4.7797,4.8993,5.25,60.1
12-02-2007,4.8037,4.9246,5.28,60
13-02-2007,4.8078,4.933,5.26,59.8
14-02-2007,4.7359,4.8653,5.27,59.8
15-02-2007,4.7061,4.8314,5.29,61.1
16-02-2007,4.6882,4.8224,5.24,60.7
19-02-2007,,,,60.7
20-02-2007,4.6743,4.8136,5.27,60.9
21-02-2007,4.6902,4.8392,5.23,57.8
22-02-2007,4.7279,4.8578,5.26,57.5
23-02-2007,4.6703,4.7997,5.24,57.8
26-02-2007,4.6248,4.7583,5.3,61.6
27-02-2007,4.5109,4.5847,5.27,70.3
28-02-2007,4.5657,4.6423,5.41,69.8
01-03-2007,4.5499,4.6089,5.31,72.9
02-03-2007,4.497,4.5252,5.23,76.7
05-03-2007,4.495,4.5165,5.27,74.5
06-03-2007,4.5282,4.5743,5.22,67.1
07-03-2007,4.4871,4.5241,5.24,71.3
08-03-2007,4.5125,4.5571,5.24,69.8
09-03-2007,4.5871,4.6651,5.24,63.6
12-03-2007,4.5516,4.6313,5.25,65.3
13-03-2007,4.4907,4.5051,5.25,72.2
14-03-2007,4.5338,4.5551,5.27,69.7
15-03-2007,4.5358,4.58,5.29,67.9
16-03-2007,4.5435,4.5876,5.25,67
19-03-2007,4.5632,4.6212,5.26,66
20-03-2007,4.5494,4.604,5.26,66
21-03-2007,4.5356,4.5274,5.26,66.2
22-03-2007,4.5829,4.578,5.27,67.2
23-03-2007,4.6105,4.6028,5.24,68.7
26-03-2007,4.6006,4.5769,5.28,68.2
27-03-2007,4.5966,4.5595,5.25,69.7
28-03-2007,4.6204,4.5677,5.27,69.9
29-03-2007,4.6423,4.5827,5.29,65.9
30-03-2007,4.6443,4.5744,5.3,67.9
31-03-2007,,,,
02-04-2007,4.6403,4.5828,5.25,65.9
03-04-2007,4.6642,4.6161,5.2,63.8
04-04-2007,4.6482,4.5912,5.21,66.1
05-04-2007,4.6782,4.6249,5.3,64
06-04-2007,,,5.3,64
09-04-2007,4.7425,4.7344,5.28,58.3
10-04-2007,4.7184,4.6923,5.26,60.2
11-04-2007,4.7304,4.7178,5.24,58.7
12-04-2007,4.7345,4.7265,5.27,57.9
13-04-2007,4.7608,4.7611,5.25,57.8
16-04-2007,4.7346,4.7359,5.29,58.7
17-04-2007,4.6803,4.6682,5.2,59.3
18-04-2007,4.6502,4.6344,5.19,59.2
19-04-2007,4.6642,4.6345,5.23,59.4
20-04-2007,4.6703,4.6434,5.25,59.1
23-04-2007,4.6402,4.6179,5.23,57.8
24-04-2007,4.6202,4.5924,5.2,58.8
25-04-2007,4.6502,4.6267,5.19,57.8
26-04-2007,4.6964,4.6655,5.24,58.7
27-04-2007,4.6924,4.6489,5.24,57.8
30-04-2007,4.6222,4.591,5.29,59.8
01-05-2007,4.6362,4.6242,5.26,58.9
02-05-2007,4.6422,4.6409,5.21,61.1
03-05-2007,4.6723,4.691,5.24,60.8
04-05-2007,4.6382,4.6665,5.24,57.1
07-05-2007,4.6262,4.6666,5.24,54.5
08-05-2007,4.6342,4.6668,5.21,54.3
09-05-2007,4.6618,4.7258,5.21,53.3
10-05-2007,4.6379,4.6755,5.25,52.8
11-05-2007,4.6717,4.7013,5.27,52.4
14-05-2007,4.6936,4.7269,5.26,52.5
15-05-2007,4.7016,4.7272,5.29,51.2
16-05-2007,4.7096,4.7274,5.25,51.6
17-05-2007,4.7517,4.7787,5.25,52.7
18-05-2007,4.8001,4.8138,5.24,56.7
21-05-2007,4.782,4.797,5.24,55.4
22-05-2007,4.8245,4.8316,5.23,54.6
23-05-2007,4.8468,4.832,5.25,56
24-05-2007,4.8387,4.8324,5.24,56.5
25-05-2007,4.8572,4.8513,5.29,56.9
28-05-2007,,,,56.9
29-05-2007,4.8818,4.8955,5.29,56.5
30-05-2007,4.8675,4.875,5.25,57.6
31-05-2007,4.8879,4.9081,5.28,58.9
01-06-2007,4.9516,4.9665,5.23,58
04-06-2007,4.9271,4.9581,5.24,54.7
05-06-2007,4.9908,5.0001,5.19,55.3
06-06-2007,4.9641,4.9498,5.25,58.9
07-06-2007,5.13,5.0255,5.25,70.8
08-06-2007,5.0991,4.9836,5.26,79.1
11-06-2007,5.1514,5.009,5.27,69.5
12-06-2007,5.2928,5.0938,5.26,85.2
13-06-2007,5.1979,5.0771,5.26,84.6
14-06-2007,5.2212,5.0858,5.28,78.3
15-06-2007,5.1627,5.0182,5.26,70.6
18-06-2007,5.1335,4.9927,5.23,68.1
19-06-2007,5.0814,4.9331,5.21,68.4
20-06-2007,5.1316,4.9673,5.27,71.4
21-06-2007,5.1863,4.9673,5.26,76.3
22-06-2007,5.13,4.9074,5.24,76.3
25-06-2007,5.08,4.8645,5.29,79
26-06-2007,5.078,4.8644,5.25,77.2
27-06-2007,5.0802,4.8915,5.26,79.4
28-06-2007,5.1033,4.9414,5.26,75.5
29-06-2007,5.0244,4.8582,5.31,77.5
30-06-2007,,,,
02-07-2007,4.9892,4.8415,5.31,76
03-07-2007,5.0372,4.8746,5.24,73.5
04-07-2007,,,,73.5
05-07-2007,5.1402,4.9667,5.25,76.5
06-07-2007,5.1824,4.9835,5.22,74.4
09-07-2007,5.1382,4.9499,5.22,74.4
10-07-2007,5.0212,4.8321,5.24,78.1
11-07-2007,5.086,4.8909,5.24,77
12-07-2007,5.1239,4.933,5.26,75.5
13-07-2007,5.0928,4.9161,5.25,73.1
16-07-2007,5.0385,4.8652,5.32,71.1
17-07-2007,5.0491,4.8736,5.28,69.8
18-07-2007,5.0283,4.848,5.26,71.4
19-07-2007,5.0159,4.8394,5.25,68.9
20-07-2007,4.9497,4.7623,5.25,72.2
23-07-2007,4.9477,4.7792,5.26,75.3
24-07-2007,4.9085,4.7362,5.25,76.7
25-07-2007,4.8983,4.7274,5.32,78.4
26-07-2007,4.7854,4.5589,5.28,93.5
27-07-2007,4.757,4.4929,5.25,92.6
30-07-2007,4.802,4.5837,5.29,97.9
31-07-2007,4.7388,4.5174,5.28,96.4
01-08-2007,4.7919,4.6,5.3,94.3
02-08-2007,4.7654,4.575,5.24,92
03-08-2007,4.6842,4.4167,5.24,95.4
06-08-2007,4.7371,4.5078,5.26,97.5
07-08-2007,4.7677,4.5576,5.26,86.9
08-08-2007,4.8767,4.6578,5.27,92.9
09-08-2007,4.7678,4.4404,5.41,118.5
10-08-2007,4.8076,4.4562,4.68,116.4
13-08-2007,4.7599,4.414,4.81,111.7
14-08-2007,4.7243,4.3634,4.54,106.8
15-08-2007,4.7243,4.2875,4.71,102.7
16-08-2007,4.6572,4.2116,4.97,109.8
17-08-2007,4.6847,4.1846,4.91,106.9
20-08-2007,4.6257,4.0831,5.03,109.5
21-08-2007,4.5904,4.0236,4.89,114.4
22-08-2007,4.6452,4.1826,4.77,112.6
23-08-2007,4.6452,4.2496,4.88,111.4
24-08-2007,4.6156,4.2904,5.11,104.4
27-08-2007,4.5627,4.2049,5.27,103.9
28-08-2007,4.5062,4.0684,5.3,106.6
29-08-2007,4.5587,4.1611,5,107.5
30-08-2007,4.5061,4.0904,5,110.3
31-08-2007,4.5292,4.132,4.96,111
03-09-2007,,,,111
04-09-2007,4.5466,4.1239,5.22,110.24
05-09-2007,4.4669,4.0079,5.18,113.5
06-09-2007,4.5076,4.0825,4.98,110.5
07-09-2007,4.3816,3.8998,4.86,116.9
10-09-2007,4.322,3.8498,5.07,120.4
11-09-2007,4.3679,3.941,5.06,123.5
12-09-2007,4.4102,3.9576,5.18,124.5
13-09-2007,4.4643,4.0243,5.09,122.1
14-09-2007,4.4544,4.0327,5.25,123.4
17-09-2007,4.466,4.0663,5.33,121.6
18-09-2007,4.4717,3.9738,4.92,114.4
19-09-2007,4.5458,3.9905,4.74,106.25
20-09-2007,4.6957,4.1088,4.77,118.8
21-09-2007,4.6203,4.0327,4.76,103.2
24-09-2007,4.6282,4.0412,4.74,102.8
25-09-2007,4.6242,3.9902,4.82,106.5
26-09-2007,4.6202,3.9816,4.88,104.9
27-09-2007,4.563,3.9425,4.93,103.3
28-09-2007,4.5865,3.9835,4.58,103.7
30-09-2007,,,,
01-10-2007,4.5452,3.9999,4.92,104.9
02-10-2007,4.5216,3.9669,4.78,103.6
03-10-2007,4.5588,4.0163,4.68,101.8
04-10-2007,4.5097,3.9749,4.74,102
05-10-2007,4.6356,4.0743,4.77,98.1
08-10-2007,,,,98.1
09-10-2007,4.6475,4.1244,4.91,91.4
10-10-2007,4.6495,4.1412,4.52,86.6
11-10-2007,4.6355,4.1162,4.75,82.4
12-10-2007,4.6812,4.2258,4.75,79.6
15-10-2007,4.6772,4.2176,4.81,79.3
16-10-2007,4.6473,4.1252,4.68,82.8
17-10-2007,4.5522,3.9739,4.7,93.5
18-10-2007,4.4893,3.9065,4.69,92.3
19-10-2007,4.3915,3.7798,4.77,95.8
22-10-2007,4.4108,3.8552,4.71,97.4
23-10-2007,4.403,3.8128,4.67,96.3
24-10-2007,4.3388,3.7366,4.74,104.9
25-10-2007,4.3775,3.7641,4.86,103.8
26-10-2007,4.4006,3.7723,4.8,102.04
29-10-2007,4.3811,3.7969,4.84,99.1
30-10-2007,4.379,3.8051,4.78,96.34
31-10-2007,4.4708,3.9452,4.6,90.18
01-11-2007,4.3458,3.7562,4.59,100.25
02-11-2007,4.3165,3.6741,4.28,103.64
05-11-2007,4.3338,3.6742,4.29,102.56
06-11-2007,4.3726,3.7072,4.22,98.4
07-11-2007,4.3084,3.5422,4.39,107.98
08-11-2007,4.2829,3.4678,4.58,112.08
09-11-2007,4.2133,3.4254,4.49,112.08
12-11-2007,,,,112.08
13-11-2007,4.2635,3.5412,4.61,102.5
14-11-2007,4.25,3.4995,4.6,95.36
15-11-2007,4.1403,3.3167,4.54,102.22
16-11-2007,4.167,3.3403,4.51,99.14
19-11-2007,4.0714,3.1486,4.51,101.04
20-11-2007,4.0961,3.1978,4.51,109.2
21-11-2007,4.0067,2.9969,4.5,112.2
22-11-2007,,,,112.2
23-11-2007,3.9989,3.0776,4.56,112.1
26-11-2007,3.8391,2.885,4.62,126.9018
27-11-2007,3.9477,3.0677,4.39,133.4
28-11-2007,4.0347,3.176,4.53,127.4
29-11-2007,3.9344,3.0439,4.55,133.6
30-11-2007,3.9379,2.9947,4.66,131.5
03-12-2007,3.8459,2.8483,4.52,136.1124
04-12-2007,3.8926,2.8722,4.5,141.7
05-12-2007,3.9547,2.9288,4.31,140.4
06-12-2007,4.0076,3.0265,4.49,138.5
07-12-2007,4.1048,3.1,4.41,139.9648
10-12-2007,4.1567,3.1659,4.46,126.8903
11-12-2007,3.9694,2.9189,4.29,140.6
12-12-2007,4.0893,3.1328,4.28,142.8
13-12-2007,4.2011,3.2322,4.3,139.2
14-12-2007,4.234,3.3076,4.24,139.3754
17-12-2007,4.1449,3.1744,4.31,138.7334
18-12-2007,4.1179,3.1911,4.16,141.5
19-12-2007,4.0278,3.0994,3.98,147.8277
20-12-2007,4.0507,3.091,4.37,154.7
21-12-2007,4.1679,3.1914,4.28,145.5
24-12-2007,4.2125,3.2421,4,144
25-12-2007,,,,144
26-12-2007,4.2749,3.3014,4.26,141.3
27-12-2007,4.1969,3.2094,4.15,140.9
28-12-2007,4.0732,3.1039,4.01,144
31-12-2007,4.0232,3.0466,3.06,145.4
01-01-2008,,,,145.4
02-01-2008,3.9033,2.876,4.11,148.7
03-01-2008,3.8918,2.8107,4.25,145.6
04-01-2008,3.8651,2.744,4.18,138.1
07-01-2008,3.8311,2.7432,4.27,130.9
08-01-2008,3.7822,2.6775,4.27,124
09-01-2008,3.8215,2.7174,4.26,128
10-01-2008,3.8837,2.6922,4.26,125.3
11-01-2008,3.7835,2.5511,4.23,130.9
14-01-2008,3.7647,2.5502,4.24,130.565
15-01-2008,3.6751,2.4757,4.24,131.9
16-01-2008,3.7345,2.4992,4.22,133
17-01-2008,3.6211,2.4001,4.23,135.1
18-01-2008,3.6297,2.3461,4.17,137.1
21-01-2008,,,,137.1
22-01-2008,3.4332,1.9934,3.68,147.3
23-01-2008,3.598,2.1468,3.43,165.1
24-01-2008,3.7018,2.3094,3.47,171.7
25-01-2008,3.5494,2.1818,3.6,178.8
28-01-2008,3.5806,2.1885,3.5,170.2
29-01-2008,3.6769,2.2857,3.47,161.8
30-01-2008,3.6656,2.1651,3.26,146.7056
31-01-2008,3.5931,2.0929,3.22,153.7
01-02-2008,3.5926,2.0685,3.12,144.7
04-02-2008,3.6444,2.0604,2.82,142
05-02-2008,3.5701,1.9152,2.71,145.9
06-02-2008,3.5885,1.923,2.94,146.2
07-02-2008,3.7569,2.0439,3.03,150.4
08-02-2008,3.6428,1.9218,3.05,153
11-02-2008,3.6144,1.9053,2.88,149.8
12-02-2008,3.6579,1.9131,2.91,148.5
13-02-2008,3.7282,1.9128,3.02,146.1
14-02-2008,3.8163,1.8881,3.03,144.2
15-02-2008,3.7686,1.9113,2.97,146.6
18-02-2008,,,,146.6
19-02-2008,3.8959,2.0671,2.94,147.5
20-02-2008,3.8902,2.1247,3,154.3
21-02-2008,3.7706,1.968,3.01,160.6
22-02-2008,3.8015,2.0169,2.97,161.5
25-02-2008,3.8964,2.108,3,158.1
26-02-2008,3.8596,2,2.85,149.2
27-02-2008,3.8481,1.9915,2.93,142.9055
28-02-2008,3.6697,1.8162,3.06,145.2
29-02-2008,3.5092,1.6158,3.01,155.2
03-03-2008,3.5468,1.6313,3.1,152.2
04-03-2008,3.6242,1.6547,2.9,155.7
05-03-2008,3.668,1.6222,2.93,164.9
06-03-2008,3.5826,1.5018,2.99,171.4
07-03-2008,3.5317,1.5158,2.96,172.6
10-03-2008,3.4549,1.483,2.99,169.6
11-03-2008,3.5921,1.7402,2.95,155.3
12-03-2008,3.4604,1.6186,2.97,154.3
13-03-2008,3.5261,1.6261,2.98,162.7
14-03-2008,3.4679,1.4787,2.99,167.2
17-03-2008,3.3061,1.3405,2.69,168.8
18-03-2008,3.4828,1.5991,2.16,159.2
19-03-2008,3.3282,1.4603,2.08,159.9
20-03-2008,3.3336,1.5963,2.22,158.6
21-03-2008,,,2.08,158.6
24-03-2008,3.5563,1.8011,2.08,161
25-03-2008,3.5053,1.7681,2.42,160.7
26-03-2008,3.4602,1.6193,2.3,157.7
27-03-2008,3.528,1.6862,2.27,152.4
28-03-2008,3.4414,1.6463,2.09,145.9
31-03-2008,3.4096,1.5824,2.51,145.5
01-04-2008,3.5583,1.79,2.38,141.9
02-04-2008,3.5963,1.8945,2.18,146.2
03-04-2008,3.5773,1.8866,2.19,139.7
04-04-2008,3.4657,1.8145,2.26,140.2
07-04-2008,3.5356,1.9116,2.24,132.9
08-04-2008,3.5564,1.8713,2.23,128.2
09-04-2008,3.4807,1.7661,2.2,128.7
10-04-2008,3.5394,1.8391,2.3,127.8
11-04-2008,3.4694,1.7417,2.37,129.4
14-04-2008,3.5109,1.758,2.32,127.4
15-04-2008,3.6003,1.8642,2.32,129.9
16-04-2008,3.6886,1.9628,2.35,144
17-04-2008,3.7273,2.1031,2.37,149.7
18-04-2008,3.7061,2.1294,2.32,144.1
21-04-2008,3.7255,2.1715,2.28,135.2
22-04-2008,3.6908,2.1887,1.99,129.1
23-04-2008,3.7314,2.1893,2.18,125.6
24-04-2008,3.8249,2.3825,2.26,129.2
25-04-2008,3.8703,2.4148,2.28,131
28-04-2008,3.8252,2.3421,2.29,130.1
29-04-2008,3.8194,2.3502,2.21,126.5
30-04-2008,3.7279,2.2537,2.37,119.1
01-05-2008,3.763,2.367,2.16,115.2
02-05-2008,3.8551,2.4492,1.88,111.8
05-05-2008,3.867,2.417,1.85,108.9
06-05-2008,3.9164,2.3848,1.91,110.4
07-05-2008,3.8475,2.3036,2.01,116.1
08-05-2008,3.7748,2.2143,1.99,119.7
09-05-2008,3.7692,2.2391,1.97,121.1
12-05-2008,3.7974,2.3048,1.88,118.3
13-05-2008,3.9131,2.4695,1.93,120.9
14-05-2008,3.9112,2.5112,2.03,127.2
15-05-2008,3.8144,2.4208,2.03,125.3
16-05-2008,3.8446,2.4386,1.91,122.5
19-05-2008,3.8294,2.3892,1.95,117.5
20-05-2008,3.7746,2.2983,1.99,116.6
21-05-2008,3.8067,2.3982,2.03,115.9
22-05-2008,3.9111,2.5237,2.05,120.9
23-05-2008,3.8425,2.4252,1.99,120.4
26-05-2008,,,,120.4
